model,accuracy,precision,recall,f1_score,roc_auc,max_words,max_len,embedding_dim,batch_size
LSTM,0.8730179028132993,0.8203711014607186,0.9804199103562161,0.8932831810854379,0.9010221043555147,20000,300,128,64
